# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    
6.286980E-01        -6.710484E-03        6.554579E-04        
6.281333E-01        -6.697201E-03        6.542490E-04        
6.275690E-01        -6.683943E-03        6.530422E-04        
6.270053E-01        -6.670708E-03        6.518377E-04        
6.264420E-01        -6.657498E-03        6.506352E-04        
6.258793E-01        -6.644312E-03        6.494349E-04        
6.253170E-01        -6.631150E-03        6.482368E-04        
6.247553E-01        -6.618013E-03        6.470408E-04        
6.241941E-01        -6.604900E-03        6.458470E-04        
6.236333E-01        -6.591810E-03        6.446553E-04        
6.230731E-01        -6.578745E-03        6.434657E-04        
6.225134E-01        -6.565704E-03        6.422783E-04        
6.219542E-01        -6.552687E-03        6.410930E-04        
6.213955E-01        -6.539693E-03        6.399098E-04        
6.208373E-01        -6.526724E-03        6.387288E-04        
6.202796E-01        -6.513778E-03        6.375498E-04        
6.197224E-01        -6.500856E-03        6.363730E-04        
6.191657E-01        -6.487958E-03        6.351983E-04        
6.186094E-01        -6.475084E-03        6.340256E-04        
6.180537E-01        -6.462233E-03        6.328551E-04        
6.174985E-01        -6.449406E-03        6.316867E-04        
6.169438E-01        -6.436603E-03        6.305204E-04        
6.163896E-01        -6.423823E-03        6.293562E-04        
6.158359E-01        -6.411066E-03        6.281940E-04        
6.152827E-01        -6.398333E-03        6.270339E-04        
6.147300E-01        -6.385623E-03        6.258759E-04        
6.141777E-01        -6.372937E-03        6.247200E-04        
6.136260E-01        -6.360274E-03        6.235662E-04        
6.130748E-01        -6.347634E-03        6.224144E-04        
6.125241E-01        -6.335018E-03        6.212647E-04        
6.119738E-01        -6.322425E-03        6.201170E-04        
6.114241E-01        -6.309854E-03        6.189714E-04        
6.108748E-01        -6.297307E-03        6.178279E-04        
6.103261E-01        -6.284784E-03        6.166864E-04        
6.097778E-01        -6.272283E-03        6.155469E-04        
6.092300E-01        -6.259805E-03        6.144095E-04        
6.086827E-01        -6.247350E-03        6.132742E-04        
6.081359E-01        -6.234918E-03        6.121408E-04        
6.075896E-01        -6.222509E-03        6.110095E-04        
6.070438E-01        -6.210122E-03        6.098802E-04        
6.064985E-01        -6.197759E-03        6.087530E-04        
6.059537E-01        -6.185418E-03        6.076277E-04        
6.054094E-01        -6.173100E-03        6.065045E-04        
6.048655E-01        -6.160804E-03        6.053833E-04        
6.043221E-01        -6.148532E-03        6.042641E-04        
6.037793E-01        -6.136281E-03        6.031469E-04        
6.032369E-01        -6.124054E-03        6.020317E-04        
6.026950E-01        -6.111848E-03        6.009185E-04        
6.021536E-01        -6.099666E-03        5.998073E-04        
6.016127E-01        -6.087505E-03        5.986981E-04        
6.010722E-01        -6.075367E-03        5.975908E-04        
6.005323E-01        -6.063252E-03        5.964856E-04        
5.999928E-01        -6.051159E-03        5.953823E-04        
5.994538E-01        -6.039088E-03        5.942810E-04        
5.989153E-01        -6.027039E-03        5.931817E-04        
5.983773E-01        -6.015012E-03        5.920844E-04        
5.978398E-01        -6.003008E-03        5.909890E-04        
5.973027E-01        -5.991025E-03        5.898956E-04        
5.967662E-01        -5.979065E-03        5.888041E-04        
5.962301E-01        -5.967127E-03        5.877146E-04        
5.956945E-01        -5.955210E-03        5.866270E-04        
5.951593E-01        -5.943316E-03        5.855414E-04        
5.946247E-01        -5.931444E-03        5.844578E-04        
5.940905E-01        -5.919593E-03        5.833760E-04        
5.935569E-01        -5.907764E-03        5.822962E-04        
5.930237E-01        -5.895957E-03        5.812184E-04        
5.924909E-01        -5.884172E-03        5.801425E-04        
5.919587E-01        -5.872409E-03        5.790685E-04        
5.914269E-01        -5.860667E-03        5.779964E-04        
5.908956E-01        -5.848947E-03        5.769262E-04        
5.903648E-01        -5.837248E-03        5.758580E-04        
5.898345E-01        -5.825571E-03        5.747917E-04        
5.893046E-01        -5.813915E-03        5.737273E-04        
5.887753E-01        -5.802281E-03        5.726647E-04        
5.882464E-01        -5.790669E-03        5.716041E-04        
5.877179E-01        -5.779078E-03        5.705454E-04        
5.871900E-01        -5.767508E-03        5.694886E-04        
5.866625E-01        -5.755959E-03        5.684337E-04        
5.861355E-01        -5.744432E-03        5.673807E-04        
5.856089E-01        -5.732926E-03        5.663295E-04        
5.850829E-01        -5.721441E-03        5.652802E-04        
5.845573E-01        -5.709978E-03        5.642329E-04        
5.840322E-01        -5.698535E-03        5.631874E-04        
5.835075E-01        -5.687114E-03        5.621437E-04        
5.829834E-01        -5.675713E-03        5.611019E-04        
5.824596E-01        -5.664334E-03        5.600620E-04        
5.819364E-01        -5.652976E-03        5.590240E-04        
5.814137E-01        -5.641638E-03        5.579878E-04        
5.808914E-01        -5.630322E-03        5.569535E-04        
5.803695E-01        -5.619026E-03        5.559210E-04        
5.798482E-01        -5.607752E-03        5.548904E-04        
5.793273E-01        -5.596498E-03        5.538616E-04        
5.788069E-01        -5.585265E-03        5.528346E-04        
5.782869E-01        -5.574052E-03        5.518095E-04        
5.777674E-01        -5.562860E-03        5.507863E-04        
5.772484E-01        -5.551689E-03        5.497648E-04        
5.767299E-01        -5.540539E-03        5.487452E-04        
5.762118E-01        -5.529409E-03        5.477274E-04        
5.756942E-01        -5.518299E-03        5.467115E-04        
5.751770E-01        -5.507211E-03        5.456973E-04        
5.746603E-01        -5.496142E-03        5.446850E-04        
5.741441E-01        -5.485094E-03        5.436745E-04        
5.736283E-01        -5.474067E-03        5.426658E-04        
5.731130E-01        -5.463059E-03        5.416589E-04        
5.725982E-01        -5.452072E-03        5.406538E-04        
5.720838E-01        -5.441106E-03        5.396505E-04        
5.715699E-01        -5.430159E-03        5.386490E-04        
5.710565E-01        -5.419233E-03        5.376493E-04        
5.705435E-01        -5.408327E-03        5.366513E-04        
5.700309E-01        -5.397441E-03        5.356552E-04        
5.695189E-01        -5.386575E-03        5.346608E-04        
5.690073E-01        -5.375730E-03        5.336683E-04        
5.684961E-01        -5.364904E-03        5.326775E-04        
5.679854E-01        -5.354098E-03        5.316884E-04        
5.674752E-01        -5.343313E-03        5.307012E-04        
5.669654E-01        -5.332547E-03        5.297157E-04        
5.664561E-01        -5.321801E-03        5.287320E-04        
5.659473E-01        -5.311075E-03        5.277500E-04        
5.654389E-01        -5.300369E-03        5.267698E-04        
5.649309E-01        -5.289682E-03        5.257913E-04        
5.644234E-01        -5.279015E-03        5.248146E-04        
5.639164E-01        -5.268368E-03        5.238397E-04        
5.634098E-01        -5.257741E-03        5.228665E-04        
5.629037E-01        -5.247133E-03        5.218950E-04        
5.623980E-01        -5.236545E-03        5.209253E-04        
5.618928E-01        -5.225977E-03        5.199573E-04        
5.613881E-01        -5.215428E-03        5.189910E-04        
5.608838E-01        -5.204898E-03        5.180265E-04        
5.603799E-01        -5.194388E-03        5.170637E-04        
5.598765E-01        -5.183898E-03        5.161026E-04        
5.593736E-01        -5.173427E-03        5.151432E-04        
5.588711E-01        -5.162975E-03        5.141856E-04        
5.583690E-01        -5.152542E-03        5.132296E-04        
5.578674E-01        -5.142129E-03        5.122754E-04        
5.573663E-01        -5.131735E-03        5.113229E-04        
5.568656E-01        -5.121360E-03        5.103721E-04        
5.563654E-01        -5.111005E-03        5.094230E-04        
5.558656E-01        -5.100668E-03        5.084755E-04        
5.553662E-01        -5.090351E-03        5.075298E-04        
5.548673E-01        -5.080053E-03        5.065858E-04        
5.543689E-01        -5.069774E-03        5.056434E-04        
5.538709E-01        -5.059514E-03        5.047028E-04        
5.533733E-01        -5.049273E-03        5.037638E-04        
5.528762E-01        -5.039051E-03        5.028265E-04        
5.523796E-01        -5.028847E-03        5.018909E-04        
5.518834E-01        -5.018663E-03        5.009570E-04        
5.513876E-01        -5.008497E-03        5.000247E-04        
5.508923E-01        -4.998351E-03        4.990941E-04        
5.503974E-01        -4.988223E-03        4.981651E-04        
5.499030E-01        -4.978114E-03        4.972379E-04        
5.494090E-01        -4.968023E-03        4.963122E-04        
5.489154E-01        -4.957951E-03        4.953883E-04        
5.484223E-01        -4.947898E-03        4.944660E-04        
5.479297E-01        -4.937864E-03        4.935453E-04        
5.474375E-01        -4.927848E-03        4.926263E-04        
5.469457E-01        -4.917850E-03        4.917089E-04        
5.464544E-01        -4.907871E-03        4.907932E-04        
5.459635E-01        -4.897911E-03        4.898791E-04        
5.454730E-01        -4.887969E-03        4.889666E-04        
5.449830E-01        -4.878046E-03        4.880558E-04        
5.444935E-01        -4.868140E-03        4.871466E-04        
5.440043E-01        -4.858254E-03        4.862390E-04        
5.435156E-01        -4.848385E-03        4.853331E-04        
5.430274E-01        -4.838535E-03        4.844287E-04        
5.425396E-01        -4.828703E-03        4.835260E-04        
5.420522E-01        -4.818889E-03        4.826249E-04        
5.415653E-01        -4.809094E-03        4.817254E-04        
5.410788E-01        -4.799316E-03        4.808276E-04        
5.405927E-01        -4.789557E-03        4.799313E-04        
5.401071E-01        -4.779816E-03        4.790366E-04        
5.396219E-01        -4.770093E-03        4.781435E-04        
5.391372E-01        -4.760388E-03        4.772521E-04        
5.386528E-01        -4.750701E-03        4.763622E-04        
5.381690E-01        -4.741031E-03        4.754739E-04        
5.376855E-01        -4.731380E-03        4.745872E-04        
5.372025E-01        -4.721747E-03        4.737021E-04        
5.367199E-01        -4.712131E-03        4.728185E-04        
5.362378E-01        -4.702534E-03        4.719366E-04        
5.357561E-01        -4.692954E-03        4.710562E-04        
5.352748E-01        -4.683392E-03        4.701774E-04        
5.347940E-01        -4.673848E-03        4.693002E-04        
5.343135E-01        -4.664321E-03        4.684245E-04        
5.338336E-01        -4.654812E-03        4.675504E-04        
5.333540E-01        -4.645321E-03        4.666779E-04        
5.328749E-01        -4.635847E-03        4.658069E-04        
5.323962E-01        -4.626391E-03        4.649375E-04        
5.319179E-01        -4.616952E-03        4.640696E-04        
5.314401E-01        -4.607531E-03        4.632033E-04        
5.309627E-01        -4.598128E-03        4.623385E-04        
5.304857E-01        -4.588742E-03        4.614753E-04        
5.300092E-01        -4.579373E-03        4.606136E-04        
