# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      
1.140894E-01        -6.062171E-07        7.679958E-08        
1.139869E-01        -6.026693E-07        7.630336E-08        
1.138845E-01        -5.991403E-07        7.580997E-08        
1.137822E-01        -5.956300E-07        7.531938E-08        
1.136800E-01        -5.921383E-07        7.483159E-08        
1.135779E-01        -5.886651E-07        7.434659E-08        
1.134759E-01        -5.852104E-07        7.386435E-08        
1.133739E-01        -5.817739E-07        7.338488E-08        
1.132721E-01        -5.783558E-07        7.290814E-08        
1.131703E-01        -5.749558E-07        7.243414E-08        
1.130687E-01        -5.715738E-07        7.196285E-08        
1.129671E-01        -5.682099E-07        7.149427E-08        
1.128656E-01        -5.648639E-07        7.102838E-08        
1.127642E-01        -5.615357E-07        7.056516E-08        
1.126629E-01        -5.582252E-07        7.010461E-08        
1.125617E-01        -5.549324E-07        6.964671E-08        
1.124606E-01        -5.516572E-07        6.919145E-08        
1.123596E-01        -5.483994E-07        6.873881E-08        
1.122586E-01        -5.451591E-07        6.828878E-08        
1.121578E-01        -5.419360E-07        6.784136E-08        
1.120570E-01        -5.387302E-07        6.739652E-08        
1.119564E-01        -5.355416E-07        6.695425E-08        
1.118558E-01        -5.323701E-07        6.651454E-08        
1.117553E-01        -5.292155E-07        6.607739E-08        
1.116549E-01        -5.260778E-07        6.564276E-08        
1.115546E-01        -5.229570E-07        6.521066E-08        
1.114544E-01        -5.198529E-07        6.478108E-08        
1.113543E-01        -5.167655E-07        6.435399E-08        
1.112543E-01        -5.136947E-07        6.392938E-08        
1.111543E-01        -5.106404E-07        6.350725E-08        
1.110545E-01        -5.076025E-07        6.308758E-08        
1.109547E-01        -5.045810E-07        6.267036E-08        
1.108550E-01        -5.015758E-07        6.225557E-08        
1.107555E-01        -4.985867E-07        6.184321E-08        
1.106560E-01        -4.956138E-07        6.143327E-08        
1.105566E-01        -4.926569E-07        6.102572E-08        
1.104572E-01        -4.897160E-07        6.062056E-08        
1.103580E-01        -4.867909E-07        6.021778E-08        
1.102589E-01        -4.838817E-07        5.981736E-08        
1.101598E-01        -4.809882E-07        5.941929E-08        
1.100609E-01        -4.781104E-07        5.902356E-08        
1.099620E-01        -4.752481E-07        5.863017E-08        
1.098632E-01        -4.724014E-07        5.823909E-08        
1.097645E-01        -4.695700E-07        5.785031E-08        
1.096659E-01        -4.667541E-07        5.746383E-08        
1.095674E-01        -4.639534E-07        5.707964E-08        
1.094690E-01        -4.611679E-07        5.669771E-08        
1.093707E-01        -4.583976E-07        5.631804E-08        
1.092724E-01        -4.556423E-07        5.594062E-08        
1.091742E-01        -4.529020E-07        5.556544E-08        
1.090762E-01        -4.501767E-07        5.519248E-08        
1.089782E-01        -4.474662E-07        5.482174E-08        
1.088803E-01        -4.447704E-07        5.445319E-08        
1.087825E-01        -4.420894E-07        5.408684E-08        
1.086848E-01        -4.394229E-07        5.372267E-08        
1.085871E-01        -4.367711E-07        5.336067E-08        
1.084896E-01        -4.341337E-07        5.300083E-08        
1.083921E-01        -4.315107E-07        5.264313E-08        
1.082947E-01        -4.289021E-07        5.228757E-08        
1.081975E-01        -4.263078E-07        5.193414E-08        
1.081003E-01        -4.237277E-07        5.158282E-08        
1.080032E-01        -4.211617E-07        5.123360E-08        
1.079061E-01        -4.186097E-07        5.088648E-08        
1.078092E-01        -4.160718E-07        5.054143E-08        
1.077124E-01        -4.135478E-07        5.019846E-08        
1.076156E-01        -4.110376E-07        4.985755E-08        
1.075189E-01        -4.085413E-07        4.951869E-08        
1.074223E-01        -4.060587E-07        4.918187E-08        
1.073258E-01        -4.035897E-07        4.884707E-08        
1.072294E-01        -4.011343E-07        4.851430E-08        
1.071331E-01        -3.986925E-07        4.818353E-08        
1.070369E-01        -3.962641E-07        4.785476E-08        
1.069407E-01        -3.938491E-07        4.752798E-08        
1.068446E-01        -3.914475E-07        4.720317E-08        
1.067487E-01        -3.890591E-07        4.688033E-08        
1.066528E-01        -3.866838E-07        4.655945E-08        
1.065570E-01        -3.843218E-07        4.624051E-08        
1.064612E-01        -3.819727E-07        4.592351E-08        
1.063656E-01        -3.796367E-07        4.560843E-08        
1.062701E-01        -3.773137E-07        4.529527E-08        
1.061746E-01        -3.750035E-07        4.498402E-08        
1.060792E-01        -3.727061E-07        4.467466E-08        
1.059839E-01        -3.704214E-07        4.436719E-08        
1.058887E-01        -3.681494E-07        4.406159E-08        
1.057936E-01        -3.658901E-07        4.375786E-08        
1.056986E-01        -3.636433E-07        4.345599E-08        
1.056036E-01        -3.614090E-07        4.315597E-08        
1.055087E-01        -3.591872E-07        4.285778E-08        
1.054140E-01        -3.569777E-07        4.256141E-08        
1.053193E-01        -3.547805E-07        4.226687E-08        
1.052247E-01        -3.525956E-07        4.197413E-08        
1.051301E-01        -3.504228E-07        4.168320E-08        
1.050357E-01        -3.482622E-07        4.139405E-08        
1.049413E-01        -3.461137E-07        4.110668E-08        
1.048471E-01        -3.439771E-07        4.082108E-08        
1.047529E-01        -3.418525E-07        4.053724E-08        
1.046588E-01        -3.397398E-07        4.025515E-08        
1.045648E-01        -3.376390E-07        3.997481E-08        
1.044708E-01        -3.355498E-07        3.969620E-08        
1.043770E-01        -3.334724E-07        3.941931E-08        
1.042832E-01        -3.314067E-07        3.914413E-08        
1.041895E-01        -3.293525E-07        3.887067E-08        
1.040959E-01        -3.273099E-07        3.859889E-08        
1.040024E-01        -3.252788E-07        3.832881E-08        
1.039090E-01        -3.232590E-07        3.806040E-08        
1.038157E-01        -3.212507E-07        3.779366E-08        
1.037224E-01        -3.192536E-07        3.752859E-08        
1.036292E-01        -3.172678E-07        3.726516E-08        
1.035361E-01        -3.152932E-07        3.700338E-08        
1.034431E-01        -3.133297E-07        3.674323E-08        
1.033502E-01        -3.113773E-07        3.648470E-08        
1.032574E-01        -3.094359E-07        3.622779E-08        
1.031646E-01        -3.075055E-07        3.597249E-08        
1.030719E-01        -3.055860E-07        3.571879E-08        
1.029793E-01        -3.036774E-07        3.546668E-08        
1.028868E-01        -3.017795E-07        3.521614E-08        
1.027944E-01        -2.998924E-07        3.496719E-08        
1.027021E-01        -2.980160E-07        3.471979E-08        
1.026098E-01        -2.961503E-07        3.447395E-08        
1.025176E-01        -2.942951E-07        3.422966E-08        
1.024255E-01        -2.924504E-07        3.398691E-08        
1.023335E-01        -2.906163E-07        3.374569E-08        
1.022416E-01        -2.887925E-07        3.350599E-08        
1.021498E-01        -2.869792E-07        3.326781E-08        
1.020580E-01        -2.851761E-07        3.303113E-08        
1.019663E-01        -2.833834E-07        3.279595E-08        
1.018747E-01        -2.816008E-07        3.256226E-08        
1.017832E-01        -2.798284E-07        3.233005E-08        
1.016918E-01        -2.780661E-07        3.209931E-08        
1.016004E-01        -2.763139E-07        3.187004E-08        
1.015091E-01        -2.745717E-07        3.164222E-08        
1.014180E-01        -2.728394E-07        3.141586E-08        
1.013268E-01        -2.711170E-07        3.119093E-08        
1.012358E-01        -2.694045E-07        3.096744E-08        
1.011449E-01        -2.677018E-07        3.074538E-08        
1.010540E-01        -2.660089E-07        3.052473E-08        
1.009632E-01        -2.643257E-07        3.030549E-08        
1.008725E-01        -2.626521E-07        3.008765E-08        
1.007819E-01        -2.609881E-07        2.987121E-08        
1.006914E-01        -2.593337E-07        2.965615E-08        
1.006009E-01        -2.576888E-07        2.944248E-08        
1.005106E-01        -2.560534E-07        2.923017E-08        
1.004203E-01        -2.544273E-07        2.901923E-08        
1.003301E-01        -2.528106E-07        2.880964E-08        
1.002399E-01        -2.512033E-07        2.860140E-08        
1.001499E-01        -2.496052E-07        2.839450E-08        
1.000599E-01        -2.480163E-07        2.818893E-08        
9.997005E-02        -2.464366E-07        2.798470E-08        
9.988024E-02        -2.448660E-07        2.778178E-08        
9.979052E-02        -2.433045E-07        2.758017E-08        
9.970088E-02        -2.417521E-07        2.737986E-08        
9.961131E-02        -2.402086E-07        2.718085E-08        
9.952183E-02        -2.386740E-07        2.698313E-08        
9.943243E-02        -2.371484E-07        2.678669E-08        
9.934311E-02        -2.356315E-07        2.659153E-08        
9.925386E-02        -2.341235E-07        2.639763E-08        
9.916470E-02        -2.326243E-07        2.620500E-08        
9.907562E-02        -2.311337E-07        2.601362E-08        
9.898662E-02        -2.296518E-07        2.582348E-08        
9.889770E-02        -2.281785E-07        2.563459E-08        
9.880886E-02        -2.267138E-07        2.544692E-08        
9.872010E-02        -2.252576E-07        2.526048E-08        
9.863141E-02        -2.238099E-07        2.507526E-08        
9.854281E-02        -2.223707E-07        2.489125E-08        
9.845429E-02        -2.209398E-07        2.470845E-08        
9.836585E-02        -2.195173E-07        2.452684E-08        
9.827748E-02        -2.181031E-07        2.434643E-08        
9.818920E-02        -2.166972E-07        2.416720E-08        
9.810099E-02        -2.152995E-07        2.398915E-08        
9.801287E-02        -2.139099E-07        2.381226E-08        
9.792482E-02        -2.125285E-07        2.363654E-08        
9.783685E-02        -2.111552E-07        2.346198E-08        
9.774897E-02        -2.097900E-07        2.328857E-08        
9.766116E-02        -2.084327E-07        2.311631E-08        
9.757343E-02        -2.070835E-07        2.294518E-08        
9.748577E-02        -2.057421E-07        2.277518E-08        
9.739820E-02        -2.044086E-07        2.260631E-08        
9.731071E-02        -2.030830E-07        2.243855E-08        
9.722329E-02        -2.017652E-07        2.227191E-08        
9.713595E-02        -2.004551E-07        2.210637E-08        
9.704870E-02        -1.991528E-07        2.194193E-08        
9.696151E-02        -1.978581E-07        2.177859E-08        
9.687441E-02        -1.965711E-07        2.161633E-08        
9.678739E-02        -1.952916E-07        2.145515E-08        
9.670044E-02        -1.940197E-07        2.129504E-08        
9.661358E-02        -1.927554E-07        2.113600E-08        
9.652679E-02        -1.914985E-07        2.097803E-08        
9.644007E-02        -1.902491E-07        2.082111E-08        
9.635344E-02        -1.890070E-07        2.066523E-08        
9.626688E-02        -1.877723E-07        2.051040E-08        
9.618041E-02        -1.865450E-07        2.035661E-08        
